,Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaires
380,Chef de projet MOA Market data F/H - Hesperie Conseil (H/F),"
Publié le 21 janvier 2023
",75 - PARIS 03,"sql, test, recette, outils, communication, support, moe, moa, excel","
Hesperie Conseil
","CDI
 - Temps plein",
381,Data engineer H/F,"
Publié le 20 janvier 2023
",75,"python, sql, agile, test, big data, outils, git, support, scrum, scala, spring, cloud, devops, excel, ios, spark",,,
382,Data Scientist (H/F),"
Publié le 20 janvier 2023
",92 - COURBEVOIE,"python, sql, outils, intelligence artificielle, machine learning, git, bases de données, cloud, nlp, tensorflow",,"CDI
 - Temps plein",
383,Tech lead Data engineer H/F,"
Publié le 20 janvier 2023
",75,"sql, agile, big data, outils, git, support, scala, cloud, devops, excel, ios, spark",,,
384,Responsable production Finances - RH - Marchandises - Data (PFRMD) F/H (H/F),"
Publié le 20 janvier 2023
",91 - MASSY,"agile, communication, saas, git, support, sas, sap, windows, unix, cloud, tableau, unix",,"CDI
 - Temps plein",
385,"Data Analyst Fraude et Risque F/H - Système, réseaux, données (H/F)","
Actualisé le 25 janvier 2023
",94 - CRETEIL,"sql, communication, tableau, excel","
Kaino Consulting
","CDI
 - Temps plein",Salaire brut : A partir de 35 k€ brut annuel
386,"Chef de projet CVC Data center(H-F) F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",75 - PARIS 01,,"
Nextgen RH
","Intérim
 - Temps plein",Salaire brut : 45 - 55 k€ brut annuel
387,"DATA SCIENTIST RETAIL F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",75 - PARIS 02,"python, sql, marketing, cloud, spark","
HARNHAM
","CDI
 - Temps plein",Salaire brut : 40 - 50 k€ brut annuel
388,"Data Engineer Expérimenté F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",95 - BEZONS,big data,"
Atos
","CDI
 - Temps plein",Salaire brut : A négocier
389,"Chargé de Clientèle/Chef de Projet Data/Print F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",91 - LES ULIS,"communication, marketing, acquisition, crm","
PAGE PERSONNEL
","CDI
 - Temps plein",Salaire brut : 30 - 40 k€ brut annuel
390,DATA SCIENTIST (H/F),"
Publié le 20 janvier 2023
",93 - Seine Saint Denis,,,"CDI
 - Temps plein",
391,"Référent valorisation de données data office F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",93 - ST DENIS,"agile, communication, acquisition, devops, sécurité","
SNCF ACT
","CDI
 - Temps plein",Salaire brut : A négocier
392,"Développeur Data Intégration F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",95 - ST OUEN L AUMONE,"python, sql, test, big data, recette, outils, validation, bases de données, java, scala, sql server, oracle, mysql, postgresql, cloud, sécurité, talend, etl, spark","
C.F.E.B. SISLEY
","CDD
 - Temps plein",Salaire brut : A négocier
393,"Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",75 - PARIS 01,power bi,"
FINDIT CONSULTING
","CDI
 - Temps plein",Salaire brut : 45 - 55 k€ brut annuel
394,"Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",75 - PARIS 01,power bi,"
FINDIT CONSULTING
","CDI
 - Temps plein",Salaire brut : 45 - 55 k€ brut annuel
395,"Data Analyst Santé F/H - Système, réseaux, données (H/F)","
Actualisé le 26 janvier 2023
",75 - PARIS 01,"python, sql, outils, bases de données, sas, power bi, tableau, excel","
CHELA +
","CDI
 - Temps plein",Salaire brut : A négocier
396,"Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",92 - ASNIERES SUR SEINE,"outils, communication, marketing, business intelligence, git, support, sap, power bi, crm","
Diagnostica Stago
","CDI
 - Temps plein",Salaire brut : A négocier
397,Docteur R&D - Data Engineer / Data Science - TEO2 F/H - Projets scientifiques et techniques (H/F),"
Publié le 20 janvier 2023
",75 - PARIS 08,"python, sql, big data, outils, communication, nosql, machine learning, bases de données, scrum, web, cloud","
RD2 CONSEIL
","CDD
 - Temps plein",Salaire brut : A négocier
398,"Data Manager Clinique confirmé F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",75 - PARIS 01,"bases de données, sas","
TempoPHARMA
","CDI
 - Temps plein",Salaire brut : A négocier
399,"Data Analyst / Direction des risques F/H - Système, réseaux, données (H/F)","
Actualisé le 25 janvier 2023
",92 - NANTERRE,"test, outils, communication, sas","
Kaino Consulting
","CDI
 - Temps plein",Salaire brut : A partir de 40 k€ brut annuel
400,"Chef de Projet DATA Assurantielle- CDD 12 mois F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",92 - NANTERRE,"test, outils, sap, excel","
AXA FRANCE IARD
","CDI
 - Temps plein",Salaire brut : A négocier
401,"Data Engineer - Lutte contre la fraude F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",78 - GUYANCOURT,"test, outils, intelligence artificielle, tableau, sécurité","
Crédit Agricole Payment Services
","Intérim
 - Temps plein",Salaire brut : A négocier
402,Consultant(e) Data RH F/H - Développement des RH (H/F),"
Publié le 20 janvier 2023
",75 - PARIS 08,"big data, qlik, tableau, qlikview, excel, cognos","
mc2i
","CDI
 - Temps plein",Salaire brut : A négocier
403,"Data Scientist - Paiement F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",78 - GUYANCOURT,"python, outils, intelligence artificielle, marketing, data management, machine learning, sas, sécurité","
Crédit Agricole Payment Services
","CDI
 - Temps plein",Salaire brut : A négocier
404,"Data Engineer F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",75 - PARIS 01,"python, sql, outils, communication, nosql, hadoop, git, support, java, scala, linux, devops, spark","
2M-ADVISORY
","Intérim
 - Temps plein",Salaire brut : A partir de 35 k€ brut annuel
405,chef(fe) de projets statistiques - data et conception d'outils F/H - Informatique de gestion (H/F),"
Publié le 20 janvier 2023
",75 - PARIS 12,"sql, outils, git, bases de données, java, power bi, sql server, c#, javascript, excel","
UNIFORMATION
","CDI
 - Temps plein",Salaire brut : 40 - 45 k€ brut annuel
406,"CHEF DE PROJETS DATA F/H - Système, réseaux, données (H/F)","
Publié le 20 janvier 2023
",78 - VERSAILLES,"support, sap, salesforce, data quality, talend, etl","
PEARL Executive Search
","CDI
 - Temps plein",Salaire brut : A négocier
407,"Data Engineer Teradata F/H - Système, réseaux, données (H/F)","
Actualisé le 20 janvier 2023
",92 - BOULOGNE BILLANCOURT,"sql, support, cloud","
VIVERIS
","CDI
 - Temps plein",Salaire brut : A partir de 40 k€ brut annuel
408,DATA ANALYST MANAGER SÉNIOR - EDITEUR DE LOGICIELS BIG DATA - MANAGEMENT (H/F),"
Actualisé le 25 janvier 2023
",75 - PARIS 01,"big data, outils, saas",,"CDI
 - Temps plein",
409,Data analyst (H/F),"
Publié le 19 janvier 2023
",75 - PARIS 14,"sql, big data, recette, tableau, etl","
CHRONOPOST
","CDI
 - Temps plein",
410,Data analyst (H/F),"
Publié le 19 janvier 2023
",91 - Essonne,"outils, qlik, tableau, qlikview, excel",,"CDI
 - Temps plein",
411,Product Owner Data Lake H/F - CDI,"
Publié le 19 janvier 2023
",92 - COURBEVOIE,"communication, git, support, web, cloud, qlik, sécurité, data quality",,"Intérim
 - Temps plein",Salaire brut : De
412,Master Data Supply Chain SAP H/F,"
Publié le 19 janvier 2023
",94 - IVRY SUR SEINE,"test, sap, excel","
PP
","CDI
 - Temps plein","Salaire brut : De 41000,00 Euros à 47000,00 Euros"
413,Business Analyst Data/BI (H/F),"
Actualisé le 24 janvier 2023
",75 - PARIS 01,"test, recette, communication, support, qlik, moe, moa","
2M-ADVISORY
","CDI
 - Temps plein",
414,Business Analyst Data/BI (H/F),"
Actualisé le 24 janvier 2023
",75 - PARIS 01,"test, recette, communication, support, qlik, moe, moa","
2M-ADVISORY
","CDI
 - Temps plein",
415,"Consultant Data Power BI F/H - Système, réseaux, données (H/F)","
Publié le 19 janvier 2023
",75 - PARIS 01,"python, sql, agile, recette, communication, power bi, cloud, tableau, excel","
Dogfinance
","CDI
 - Temps plein",Salaire brut : A négocier
416,"Cloud Data Engineer F/H - Système, réseaux, données (H/F)","
Publié le 19 janvier 2023
",75 - PARIS 07,"python, sql, outils, cloud","
Dataworks
","CDI
 - Temps plein",Salaire brut : 45 - 60 k€ brut annuel
417,"Data Manager F/H - Système, réseaux, données (H/F)","
Publié le 19 janvier 2023
",75 - PARIS 10,"sql, communication, support, power bi, tableau, moa, excel, salesforce, etl","
TRANSITIONS PRO IDF
","CDI
 - Temps plein",Salaire brut : A négocier
418,"Chef de projet déploiement télécoms B2B ( Voix et Data ) F/H - Système, réseaux, données (H/F)","
Publié le 19 janvier 2023
",75 - PARIS 01,"recette, outils, communication, support, réseaux, sécurité","
OPTEDIS
","CDI
 - Temps plein",Salaire brut : A partir de 34 k€ brut annuel
419,"Data Analyst (m/f/d) F/H - Système, réseaux, données (H/F)","
Publié le 19 janvier 2023
",75 - PARIS 01,"python, sql, bases de données, cloud","
Dogfinance
","CDD
 - Temps plein",Salaire brut : A négocier
420,DATA SCIENTIST (F/H) (H/F),"
Publié le 19 janvier 2023
",94 - Val de Marne,"outils, intelligence artificielle",,"CDI
 - Temps plein",
421,"Juriste data privacy/corporate min. 5 ans F/H - Droit, fiscalité (H/F)","
Publié le 19 janvier 2023
",75 - PARIS 08,,"
Fed Légal
","CDI
 - Temps plein",Salaire brut : 40 - 55 k€ brut annuel
422,"Data engineer F/H - Système, réseaux, données (H/F)","
Publié le 19 janvier 2023
",92 - NANTERRE,"python, sql, agile, test, big data, outils, git, support, scrum, scala, spring, cloud, devops, excel, ios, spark","
Hays France
","CDI
 - Temps plein",Salaire brut : A négocier
423,Data analyst (H/F),"
Publié le 19 janvier 2023
",75 - PARIS 15,"outils, communication, git, power bi, cloud, tableau, ios, etl","
752675-PARIS DIRECTION DU NUMERIQUE
","CDD
 - Temps plein",
424,"DATA ANALYST - CAF94 F/H - Système, réseaux, données (H/F)","
Actualisé le 20 janvier 2023
",94 - CRETEIL,"python, sql, outils, communication, bases de données, sas, power bi, tableau, ios","
CAF DU VAL-DE-MARNE
","CDI
 - Temps plein",Salaire brut : 32 - 33 k€ brut annuel
425,Chef de Projets data (75) H/F,"
Publié le 18 janvier 2023
",Ile-de-France,"sql, outils, communication, marketing, git, bases de données, excel",,"CDI
 - Temps plein",
426,Délégué / Déléguée à la protection des données - Data Protection Officer (H/F),"
Publié le 18 janvier 2023
",91 - BONDOUFLE,outils,,"CDI
 - Temps plein",
427,Data scientist (H/F),"
Publié le 18 janvier 2023
",92 - LE PLESSIS ROBINSON,"python, communication, machine learning, java, spark",,"CDI
 - Temps plein",
428,Data manager (H/F),"
Actualisé le 18 janvier 2023
",92 - LE PLESSIS ROBINSON,"communication, marketing, plm, git, sécurité",,"CDI
 - Temps plein",
429,"DATA SCIENTIST F/H - Système, réseaux, données (H/F)","
Actualisé le 19 janvier 2023
",93 - PANTIN,"python, big data, outils, intelligence artificielle, validation, power bi, excel","
bnpparibas
","CDI
 - Temps plein",Salaire brut : 38 - 45 k€ brut annuel
430,"Consultant(e) Business Analyst / Data Analyst Bancaire F/H - Finance, trésorerie (H/F)","
Actualisé le 26 janvier 2023
",75 - PARIS 02,"sql, agile, test, recette, outils, data management, support, sas, vba","
F.B.H.ASSOCIES
","CDI
 - Temps plein",Salaire brut : 45 - 90 k€ brut annuel
431,DÉVELOPPEUR DATA PROCESSING F/H - Informatique de gestion (H/F),"
Actualisé le 19 janvier 2023
",75 - PARIS 08,"agile, java, scrum, scala, c#, devops, sécurité","
PENELOPE KAVALIAUSKAS
","CDI
 - Temps plein",Salaire brut : 45 - 60 k€ brut annuel
432,Responsable de l'Ecole de la Data et de l'IA F/H - Commercial (H/F),"
Publié le 18 janvier 2023
",75 - PARIS 01,"communication, réseaux sociaux, réseaux, web","
BUSINESS & DECISION CORPORATE SERVICES
","CDI
 - Temps plein",Salaire brut : A négocier
433,Développeur(se) Java / Big Data F/H - Informatique de gestion (H/F),"
Publié le 18 janvier 2023
",75 - PARIS 08,"test, big data, hadoop, git, support, java, web, spring, j2ee, spark","
ACCELITE
","CDI
 - Temps plein",Salaire brut : A partir de 40 k€ brut annuel
434,Développeur(se) Java / Big Data F/H - Informatique de gestion (H/F),"
Publié le 18 janvier 2023
",75 - PARIS 08,"test, big data, hadoop, git, support, java, web, spring, j2ee, spark","
ACCELITE
","CDI
 - Temps plein",Salaire brut : A partir de 40 k€ brut annuel
435,Tech Lead Data BI Intégration Talend / Board / SAP BW F/H - Maîtrise d'ouvrage et fonctionnel (H/F),"
Actualisé le 24 janvier 2023
",92 - RUEIL MALMAISON,"outils, git, bases de données, support, sap, ios, talend, etl","
Mitsubishi Electric Europe B.V. France
","CDI
 - Temps plein",Salaire brut : A négocier
436,Chef de Projet Data F/H - Maîtrise d'ouvrage et fonctionnel (H/F),"
Actualisé le 25 janvier 2023
",75 - PARIS 01,"python, sql, outils, data management, business intelligence, excel","
Datatorii
","CDI
 - Temps plein",Salaire brut : 45 - 55 k€ brut annuel
437,"Data Engineer F/H - Système, réseaux, données (H/F)","
Publié le 18 janvier 2023
",75 - PARIS 08,"python, sql, test, hadoop, java, scala, web, excel, etl","
SCIAM
","CDD
 - Temps plein",Salaire brut : 48 - 60 k€ brut annuel
438,"Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 18 janvier 2023
",75 - PARIS 01,"git, tableau","
Dogfinance
","CDD
 - Temps plein",Salaire brut : A négocier
439,Docteur R&D - Data Scientist Finance de Marché (MEL2) F/H - Projets scientifiques et techniques (H/F),"
Publié le 18 janvier 2023
",75 - PARIS 01,"python, machine learning, java, web","
RD2 CONSEIL
","CDI
 - Temps plein",Salaire brut : A négocier
440,DATA MANAGER (H/F),"
Actualisé le 20 janvier 2023
",75 - PARIS 01,git,,"CDI
 - Temps plein",
441,DATA ANALYST - EDITEUR DE LOGICIELS BIG DATA LEADER SUR SON DOMAINE 45-60K€ (H/F),"
Publié le 18 janvier 2023
",75 - PARIS 01,"big data, outils",,"CDI
 - Temps plein",
442,DIRECTEUR DATA - PRODUCT MANAGEMENT 70-110K€ (H/F),"
Publié le 18 janvier 2023
",75 - PARIS 01,big data,,"CDI
 - Temps plein",
443,DATA SCIENTIST (H/F),"
Publié le 17 janvier 2023
",91 - MASSY,"python, sql, outils, machine learning, cloud",,"CDI
 - Temps plein",
444,Data Analyst Manager Sénior - Editeur de logiciels Big Data - Management (H/F),"
Publié le 17 janvier 2023
",75,"big data, saas, data management, machine learning, git","
L2C
",,"Salaire brut : De 70000,00 Euros à 85000,00 Euros"
445,Tech Lead Data (H/F),"
Publié le 17 janvier 2023
",75 - PARIS 09,"python, agile, big data, outils, validation, git, java, power bi, spring, cloud, qlik, android, devops, qlikview, sécurité, php, symfony, jenkins, j2ee, ios, talend, nlp","
ILYEUM
","CDI
 - Temps plein",
446,Product Owner Data H/F,"
Publié le 17 janvier 2023
",75,"sql, agile, recette, communication, scrum, cloud, etl","
FRG Technology Consulting
",,Salaire brut : De
447,Ingénieur Recherche Opérationnelle - Data Scientist H/F,"
Publié le 17 janvier 2023
",75,"outils, communication, c++","
Air France
",,Salaire brut : De
448,Data Analyst H/F (H/F),"
Publié le 17 janvier 2023
",78 - CHATEAUFORT,"python, sql, outils, data management, bases de données, sas, power bi, vba, excel","
Colas France - Territoire Ile-de-France Normandie
","CDI
 - Temps plein",
449,Data analyste expert performance - parcs eoliens & solaires f/h (H/F),"
Publié le 17 janvier 2023
",92 - COURBEVOIE,"recette, outils, git",,"CDI
 - Temps plein",
450,RESPONSABLE MASTER DATA H/F,"
Publié le 17 janvier 2023
",92 - ASNIERES SUR SEINE,"outils, data management, bases de données, support, sap, excel",,"CDD
 - Temps plein",
451,Data analyst (H/F),"
Publié le 17 janvier 2023
",75 - PARIS 09,"python, sql, test, big data, outils, marketing, data management, git, bases de données, scala, tableau",,"CDD
 - Temps plein",
452,Data manager (H/F),"
Publié le 17 janvier 2023
",75 - PARIS 09,"python, sql, big data, outils, marketing, data management, business intelligence, git, scala, qlik, tableau, qlikview, etl, tensorflow, keras",,"CDI
 - Temps plein",
453,Consultant(e) Microsoft 365 Security & Data Compliance (H/F),"
Publié le 17 janvier 2023
",92 - SEVRES,,"
CRAYON FRANCE
","CDI
 - Temps plein",
454,Consultant(e) Microsoft 365 Security & Data Compliance (H/F),"
Publié le 17 janvier 2023
",92 - SEVRES,,"
CRAYON FRANCE
","CDI
 - Temps plein",
455,"Chef de Projet DATA & Services Numériques F/H - Système, réseaux, données (H/F)","
Publié le 17 janvier 2023
",78 - TRAPPES,acquisition,"
SAINT QUENTIN EN YVELINES
","CDI
 - Temps plein",Salaire brut : A négocier
456,"CONSULTANT DATA INTÉGRATION, ETL & SSIS F/H - Système, réseaux, données (H/F)","
Actualisé le 24 janvier 2023
",92 - ISSY LES MOULINEAUX,"sql, agile, test, recette, hadoop, data management, support, t-sql, sas, power bi, sql server, oracle, mysql, postgresql, cloud, devops, sécurité, data quality, talend, etl","
CAT-AMANIA
","CDI
 - Temps plein",Salaire brut : A négocier
457,"Lead Data Scientist F/H - Système, réseaux, données (H/F)","
Publié le 17 janvier 2023
",92 - NANTERRE,"python, machine learning, git, cloud, devops, excel, spark","
Dogfinance
","CDI
 - Temps plein",Salaire brut : A négocier
458,Directeur Projet - Data et Computer Vision F/H - Commercial (H/F),"
Publié le 17 janvier 2023
",75 - PARIS 17,agile,"
GEOFFRE CHARBONNEL CECILE YOLANDE
","CDI
 - Temps plein",Salaire brut : 47 - 63 k€ brut annuel
459,"Ingénieur DATA F/H - Système, réseaux, données (H/F)","
Actualisé le 24 janvier 2023
",91 - ST AUBIN,"agile, big data, outils, acquisition, devops","
SYNCHROTRON SOLEIL
","CDD
 - Temps plein",Salaire brut : A négocier
460,"Data Engineer - Paris F/H - Système, réseaux, données (H/F)","
Publié le 17 janvier 2023
",75 - PARIS 01,"agile, test, big data, hadoop, git, scala, spark","
SCIENT
","CDD
 - Temps plein",Salaire brut : A partir de 40 k€ brut annuel
461,"Chef de projet Master Data Management F/H - Système, réseaux, données (H/F)","
Publié le 17 janvier 2023
",92 - LEVALLOIS PERRET,"agile, test, outils, git","
Micropole
","CDI
 - Temps plein",Salaire brut : A négocier
462,"MARKETING DATA ANALYST F/H - Système, réseaux, données (H/F)","
Actualisé le 26 janvier 2023
",94 - ARCUEIL,"python, sql, outils, marketing, git, support, power bi, excel, crm","
AQUANTIS
","CDI
 - Temps plein",Salaire brut : 40 - 50 k€ brut annuel
463,"Consultant conformité Data F/H - Finance, trésorerie (H/F)","
Publié le 17 janvier 2023
",92 - LEVALLOIS PERRET,"outils, git, sap, sécurité, ios","
Micropole
","CDI
 - Temps plein",Salaire brut : A négocier
464,"Consultant EBX MDM - Master Data Management F/H - Système, réseaux, données (H/F)","
Actualisé le 17 janvier 2023
",92 - LEVALLOIS PERRET,"outils, data management, git, cloud, excel, salesforce, ios, etl","
Micropole
","CDI
 - Temps plein",Salaire brut : A négocier
465,"Data Analyst Senior F/H - Système, réseaux, données (H/F)","
Publié le 17 janvier 2023
",75 - PARIS 08,"sql, agile, nosql, git, power bi, tableau, c#, devops, sécurité, etl, crm","
Epsa Corporate
","CDI
 - Temps plein",Salaire brut : A négocier
